IndividualID,HouseholdID,PSUID,VehicleID,PersNo,Interview_B01ID,Age_B01ID,Age_B04ID,Sex_B01ID,OfPenAge_B01ID,HRPRelation_B01ID,MarStat_B01ID,LiveWith_B02ID,EthGroupTS_B02ID,EdAttn1_B01ID,EdAttn2_B01ID,EdAttn3_B01ID,LeaHous_B01ID,QLeaHous,NotLea_B01ID,OrdBusFreq_B01ID,CoachFreq_B01ID,TrainFreq_B01ID,TaxiCabFreq_B01ID,BicycleFreq_B01ID,PlaneFreq_B01ID,WalkFreq_B01ID,WhWalk_B01ID,FarWalk,FarWalk_B01ID,DistWalk,DistWalk_B01ID,HTrWalk_B01ID,OwnCycle_B01ID,Cycle12_B01ID,CycRoute_B01ID,IntPlane,IntPlane_B01ID,CarPass_B01ID,DrivLic_B02ID,DrivExp_B01ID,CarAccess_B01ID,CarAccess_B02ID,DrivDisable_B01ID,LastDr_B01ID,PDrivSt_B01ID,DrivLik_B01ID,ResNDrM_B01ID,PBlueBdg_B01ID,IndIncome2002_B02ID,PrbJob_B01ID,PrbNow_B01ID,PrbSame_B01ID,DTJbMonth_B01ID,DTJbYear,DTJbLong_B01ID,WkPlace_B01ID,IndWkGOR_B02ID,EcoStat_B02ID,EcoStat_B03ID,ES2000_B01ID,ES2010_B01ID,NSSec_B03ID,SC_B01ID,Stat_B01ID,SVise_B01ID,WkMode_B01ID,ParkWk_B01ID,CarWM_B01ID,OthWM_B01ID,WkHome_B01ID,PossHom_B01ID,OftHome_B01ID,PossTel_B01ID,PossComp_B01ID,TravSh_B01ID,CarSM_B01ID,OthSM_B01ID,MobDiffSum_B01ID,FootDiffSum_B01ID,BusDiffSum_B01ID,OthDis_B01ID,PowWhl_B01ID,PowWhUse_B01ID,MobSct_B01ID,MobScUse_B01ID,SchDly_B01ID,SchTrav_B01ID,TravScW_B01ID,SchAcc_B01ID,SchAgeAcc,Roads_B01ID,MainRd_B01ID,Accident_B01ID,Acc3Yr_B01ID,Acc12Mn_B01ID,FootOut_B01ID,BusOut_B01ID,Educ_B01ID,EducFT_B01ID,EducN_B01ID,HowSch_B01ID,PrivCar_B01ID,PrbJobN_B01ID,WkLift_B01ID,WkMuch_B01ID,CarsEas_B01ID,FdShp_B01ID,FdDel_B01ID,FdFreq_B01ID,DelStrt_B01ID,ShpEas_B01ID,MarStN_B01ID,ResNDnM_B01ID,PossHmN_B01ID,CAccIdnt_B01ID,COB_B01ID,ShpTroN_B01ID,EligPass_B01ID,TicketHolding_B01ID,MaritalS_B01ID,ReNDNaM_B01ID,ReNDNbM_B01ID,CycMore_B01ID,Cycle4w_B01ID,ResMNCy_B01ID,RsMnCyA_B01ID,RsMnCyB_B01ID,GenHeal_B01ID,HomeIUse_B01ID,OnGoIUse_B01ID,ElseIUse_B01ID,PracNec_B01ID,LivCit_B01ID,EdAttn4_B02ID,NTrnsat_B01ID,RelTrain_B01ID,FrqTrain_B01ID,NSatServ_B01ID,NReliBus_B01ID,NFrqBus_B01ID,SRNRdSat_B01ID,LocRdSat_B01ID,Ncyclane_B01ID,WalkProv_B01ID,YNWkSAM_B01ID,YNWkSBM_B01ID,YNWkScM_B01ID,EnWkScM_B01ID,PHVuse_B01ID,PHVFreq_B01ID,OwnPhone_B01ID,SmPhUse_B01ID,Bicycle2_B01ID,Bicycle2Freq_B01ID,SENo2_B01ID,LeRidCy_B01ID,YNCy2AM_B01ID,YNCy2BM_B01ID,YNCy2M_B01ID,EncCycM_B01ID,YNWlkAM_B01ID,YNWlkBM_B01ID,YNWlkM_B01ID,EncWkM_B01ID,Carer_B01ID,Caretime_B01ID,PrivCar2_B01ID,OrdBus2Freq_B01ID,Coach2Freq_B01ID,Train2Freq_B01ID,TaxiCab2Freq_B01ID,Plane2Freq_B01ID,Walk2Freq_B01ID,Ebike_B01ID,Bicycle3Freq_B01ID,PHVFreq2_B01ID,LackComp_B01ID,LeftOut_B01ID,Isolated_B01ID,Lonely_B01ID,OCSect_B01ID,OcPbSect_B01ID,OwnCycleN_B01ID,InterviewN_B01ID,EScooter_B01ID,EScooterFreq_B01ID,ES2020_B01ID,MaritalStat_B01ID,TravDiffSum_B01ID,SurveyYear
2023000004,2023000002,2023000001,2023000003.0,2,-10,15,8,1,2,99,1,1,2,1,-9,-10,-10,,-10,-10,-10,-10,-10,-10,-10,-10,-10,,-10,,-10,-10,-10,2,-10,2.0,2,-10,1,13,2,1,-9,-9,-9,-9,-10,2,1,-10,-10,-10,-9,,-9,-10,7,1,1,-10,-10,1,-10,1,2,1,1,-9,-9,-10,-10,7,-10,-10,-10,-10,-10,1,1,-10,-10,-10,-9,-10,-10,-9,-9,-9,-9,,-10,-10,2,-9,-9,-9,-9,-10,-10,3,-9,-10,-9,7,-9,-9,-10,-10,-10,-10,-10,2,-9,4,-9,4,-10,2,4,2,-9.0,-9.0,-9.0,-10.0,-10.0,-10,-10,1,1,3,3,-10,-10,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,-10,-10,-10,-10,-10,-9,1,-9,-9,-9,-9,-9,14,3,1,2,-9,3,4,10,10,6,10,3,3,-9,6,-9,-9,-9,-9,1,-9,3,4,2,-9,7,2,-10,2023
2023000063,2023000029,2023000003,2023000033.0,2,-10,14,7,1,2,99,1,1,1,2,2,-10,-10,,-10,-10,-10,-10,-10,-10,-10,-10,-10,,-10,,-10,-10,-10,1,-10,0.0,0,-10,1,11,2,1,-9,-9,-9,-9,-10,2,1,-10,-10,-10,-9,,-9,-10,-9,1,1,-10,-10,2,-10,2,-9,1,1,-9,-9,-10,-10,7,-10,-10,-10,-10,-10,1,1,-10,-10,-10,-9,-10,-10,-9,-9,-9,-9,,-10,-10,2,-9,-9,-9,-9,-10,-10,3,-9,-10,-9,7,-9,-9,-10,-10,-10,-10,-10,2,-9,4,-9,1,-10,2,4,2,-9.0,-9.0,2.0,-10.0,-10.0,-10,-10,2,2,6,6,-10,-10,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2,-10,-10,-10,-10,-10,-9,-9,-9,-9,-9,-9,-9,1,16,9,2,-9,1,10,10,10,10,10,4,3,4,-9,-9,-9,-9,-9,1,-9,1,2,2,-9,3,2,-10,2023
2023000068,2023000031,2023000003,2023000037.0,2,-10,15,8,2,2,1,1,1,1,1,-9,-10,-10,,-10,-10,-10,-10,-10,-10,-10,-10,-10,,-10,,-10,-10,-10,1,-10,2.0,2,-10,1,12,2,1,-9,-9,-9,-9,-10,2,1,-10,-10,-10,-9,,-9,-10,9,1,1,-10,-10,2,-10,1,2,1,5,-9,-9,-10,-10,7,-10,-10,-10,-10,-10,1,1,-10,-10,-10,-9,-10,-10,-9,-9,-9,-9,,-10,-10,2,-9,-9,-9,-9,-10,-10,3,-9,-10,-9,7,-9,-9,-10,-10,-10,-10,-10,2,-9,2,-9,1,-10,2,4,2,-9.0,-9.0,3.0,-10.0,-10.0,-10,-10,2,4,6,6,-10,-10,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2,-10,-10,-10,-10,-10,-9,-9,-9,-9,-9,-9,1,-9,1,9,2,-9,2,10,10,10,10,10,1,3,8,-9,-9,-9,-9,-9,3,11,1,1,2,-9,7,2,-10,2023
2023000180,2023000083,2023000010,2023000098.0,3,-10,12,5,1,2,3,3,3,1,1,-9,-10,-10,,-10,-10,-10,-10,-10,-10,-10,-10,-10,,-10,,-10,-10,-10,2,-10,2.0,2,-10,1,8,2,1,-9,-9,-9,-9,-10,2,2,-10,-10,-10,-9,,-9,-10,8,1,1,-10,-10,1,-10,1,1,1,6,-9,-9,-10,-10,7,-10,-10,-10,-10,-10,1,1,-10,-10,-10,-9,-10,-10,-9,-9,-9,-9,,-10,-10,2,-9,-9,-9,-9,-10,-10,3,-9,-10,-9,7,-9,-9,-10,-10,-10,-10,-10,1,-9,4,-9,1,-10,2,4,1,-9.0,-9.0,-9.0,-10.0,-10.0,-10,-10,1,1,1,2,-10,-10,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,-10,-10,-10,-10,-10,-9,1,-9,-9,-9,-9,4,-9,4,9,2,-9,1,10,10,5,5,10,4,3,-9,7,-9,-9,-9,-9,1,-9,3,2,2,-9,6,1,-10,2023
2023000182,2023000084,2023000010,2023000099.0,2,-10,14,7,2,2,1,1,1,2,1,-9,-10,-10,,-10,-10,-10,-10,-10,-10,-10,-10,-10,,-10,,-10,-10,-10,2,-10,1.0,1,-10,1,9,2,1,-9,-9,-9,-9,-10,2,3,-10,-10,-10,-9,,-9,-10,-9,1,1,-10,-10,1,-10,1,1,-9,-9,-9,-9,-10,-10,-9,-10,-10,-10,-10,-10,1,1,-10,-10,-10,-9,-10,-10,-9,-9,-9,-9,,-10,-10,2,-9,-9,-9,-9,-10,-10,3,-9,-10,-9,-9,-9,-9,-10,-10,-10,-10,-10,2,-9,-9,-9,7,-10,2,4,2,-9.0,-9.0,-9.0,-10.0,-10.0,-10,-10,1,1,1,6,-10,-10,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2,-10,-10,-10,-10,-10,-9,2,-9,-9,-9,-9,-9,4,13,2,1,1,2,10,10,10,10,10,1,3,-9,-9,-9,-9,-9,-9,1,-9,3,1,2,-9,6,2,-10,2023
2023000193,2023000090,2023000011,2023000105.0,2,-10,13,6,2,2,2,3,2,1,1,-9,-10,-10,,-10,-10,-10,-10,-10,-10,-10,-10,-10,,-10,,-10,-10,-10,2,-10,1.0,1,-10,1,5,3,2,-9,-9,-9,-9,-10,2,3,-10,-10,-10,-9,,-9,-10,-9,1,1,-10,-10,1,-10,1,1,-9,-9,-9,-9,-10,-10,-9,-10,-10,-10,-10,-10,1,1,-10,-10,-10,-9,-10,-10,-9,-9,-9,-9,,-10,-10,2,-9,-9,-9,-9,-10,-10,3,-9,-10,-9,-9,-9,-9,-10,-10,-10,-10,-10,1,-9,-9,-9,1,-10,2,4,1,-9.0,-9.0,-9.0,-10.0,-10.0,-10,-10,2,1,1,1,-10,-10,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,-10,-10,-10,-10,-10,-9,1,-9,-9,-9,-9,16,-9,16,9,2,-9,4,10,10,4,6,10,4,3,-9,6,-9,-9,-9,-9,1,-9,1,2,2,-9,6,1,-10,2023
2023000218,2023000099,2023000012,,2,-10,15,8,2,2,1,1,1,1,1,-9,-10,-10,,-10,-10,-10,-10,-10,-10,-10,-10,-10,,-10,,-10,-10,-10,2,-10,1.0,1,-10,2,2,4,3,-9,-9,2,5,-10,2,1,-10,-10,-10,-9,,-9,-10,2,1,1,-10,-10,2,-10,1,2,2,-9,-9,-9,-10,-10,7,-10,-10,-10,-10,-10,1,1,-10,-10,-10,-9,-10,-10,-9,-9,-9,-9,,-10,-10,2,-9,-9,-9,-9,-10,-10,3,-9,-10,-9,7,-9,-9,-10,-10,-10,-10,-10,2,1,4,-9,5,-10,2,4,2,-9.0,14.0,-9.0,-10.0,-10.0,-10,-10,2,1,5,6,-10,-10,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,-10,-10,-10,-10,-10,-9,1,-9,-9,-9,-9,-9,3,14,9,2,-9,2,8,10,10,7,10,10,3,-9,5,-9,-9,-9,-9,1,-9,3,2,2,-9,7,2,-10,2023
2023000291,2023000124,2023000013,2023000149.0,2,-10,14,7,1,2,1,1,1,1,1,-9,-10,-10,,-10,-10,-10,-10,-10,-10,-10,-10,-10,,-10,,-10,-10,-10,1,-10,1.0,1,-10,1,11,2,1,-9,-9,-9,-9,-10,2,1,-10,-10,-10,-9,,-9,-10,3,1,1,-10,-10,3,-10,1,2,1,5,-9,-9,-10,-10,7,-10,-10,-10,-10,-10,1,1,-10,-10,-10,-9,-10,-10,-9,-9,-9,-9,,-10,-10,2,-9,-9,-9,-9,-10,-10,3,-9,-10,-9,7,-9,-9,-10,-10,-10,-10,-10,2,-9,4,-9,1,-10,2,4,2,-9.0,-9.0,3.0,-10.0,-10.0,-10,-10,1,1,3,4,-10,-10,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2,-10,-10,-10,-10,-10,-9,-9,-9,-9,-9,-9,15,-9,15,9,2,-9,1,10,10,8,7,10,10,3,5,-9,-9,-9,-9,-9,1,-9,1,2,2,-9,7,2,-10,2023
2023000290,2023000124,2023000013,2023000150.0,1,-10,14,7,2,2,99,1,1,1,1,-9,-10,-10,,-10,-10,-10,-10,-10,-10,-10,-10,-10,,-10,,-10,-10,-10,1,-10,1.0,1,-10,1,9,2,1,-9,-9,-9,-9,-10,2,2,-10,-10,-10,-9,,-9,-10,1,1,1,-10,-10,1,-10,1,1,1,6,-9,-9,-10,-10,7,-10,-10,-10,-10,-10,1,1,-10,-10,-10,-9,-10,-10,-9,-9,-9,-9,,-10,-10,2,-9,-9,-9,-9,-10,-10,3,-9,-10,-9,7,-9,-9,-10,-10,-10,-10,-10,2,-9,3,-9,1,-10,2,4,2,-9.0,-9.0,3.0,-10.0,-10.0,-10,-10,1,1,3,4,-10,-10,1,2,2,1,3,3,3,1,2,2,1,-9,-9,-9,-9,2,-10,-10,-10,-10,-10,-9,-9,-9,-9,-9,-9,15,-9,15,9,1,1,1,10,10,8,6,10,1,3,8,-9,1,1,1,5,3,6,1,1,2,-9,6,2,-10,2023
2023000253,2023000110,2023000013,2023000131.0,2,-10,15,8,1,2,99,1,1,1,1,-9,-10,-10,,-10,-10,-10,-10,-10,-10,-10,-10,-10,,-10,,-10,-10,-10,1,-10,0.0,0,-10,1,12,2,1,-9,-9,-9,-9,-10,2,3,-10,-10,-10,-9,,-9,-10,1,1,1,-10,-10,2,-10,2,-9,1,8,-9,-9,-10,-10,7,-10,-10,-10,-10,-10,1,1,-10,-10,-10,-9,-10,-10,-9,-9,-9,-9,,-10,-10,2,-9,-9,-9,-9,-10,-10,3,-9,-10,-9,7,-9,-9,-10,-10,-10,-10,-10,2,-9,4,-9,1,-10,2,4,2,-9.0,-9.0,2.0,-10.0,-10.0,-10,-10,2,1,1,6,-10,-10,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2,-10,-10,-10,-10,-10,-9,-9,-9,-9,-9,-9,1,-9,1,1,2,-9,1,7,10,7,7,10,4,3,8,-9,-9,-9,-9,-9,1,-9,3,4,2,-9,3,2,-10,2023
2023000368,2023000154,2023000017,2023000189.0,1,-10,15,8,1,2,99,3,3,1,1,-9,-10,-10,,-10,-10,-10,-10,-10,-10,-10,-10,-10,,-10,,-10,-10,-10,1,-10,0.0,0,-10,1,12,2,1,-9,-9,-9,-9,-10,2,2,-10,-10,-10,-9,,-9,-10,8,1,1,-10,-10,3,-10,1,2,1,6,-9,-9,-10,-10,7,-10,-10,-10,-10,-10,1,1,-10,-10,-10,-9,-10,-10,-9,-9,-9,-9,,-10,-10,2,-9,-9,-9,-9,-10,-10,3,-9,-10,-9,7,-9,-9,-10,-10,-10,-10,-10,1,-9,4,-9,1,-10,2,4,1,-9.0,-9.0,2.0,-10.0,-10.0,-10,-10,1,2,4,5,-10,-10,2,1,1,1,7,7,7,4,5,5,4,-9,-9,-9,-9,2,-10,-10,-10,-10,-10,-9,-9,-9,-9,-9,-9,15,-9,15,6,1,1,2,10,10,7,10,9,3,3,4,-9,2,2,2,2,1,-9,1,1,2,-9,7,1,-10,2023
2023000456,2023000193,2023000021,,3,-10,13,6,1,2,3,3,3,1,1,-9,-10,-10,,-10,-10,-10,-10,-10,-10,-10,-10,-10,,-10,,-10,-10,-10,2,-10,0.0,0,-10,3,1,6,4,-9,-9,-9,5,-10,2,1,-10,-10,-10,-9,,-9,-10,2,1,1,-10,-10,2,-10,1,2,7,-9,-9,-9,-10,-10,7,-10,-10,-10,-10,-10,1,1,-10,-10,-10,-9,-10,-10,-9,-9,-9,-9,,-10,-10,2,-9,-9,-9,-9,-10,-10,3,-9,-10,-9,-9,-9,-9,-10,-10,-10,-10,-10,1,96,4,-9,1,-10,2,4,1,-9.0,96.0,-9.0,-10.0,-10.0,-10,-10,1,2,6,6,-10,-10,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2,-10,-10,-10,-10,-10,-9,1,-9,-9,-9,-9,-9,2,15,2,1,2,7,2,10,7,8,10,1,2,-9,-9,-9,-9,-9,-9,1,-9,3,4,2,-9,7,1,-10,2023
2023000467,2023000198,2023000021,2023000237.0,2,-10,13,6,2,2,99,3,2,1,1,-9,-10,-10,,-10,-10,-10,-10,-10,-10,-10,-10,-10,,-10,,-10,-10,-10,1,-10,4.0,4,-10,1,10,1,1,-9,-9,-9,-9,-10,2,3,-10,-10,-10,-9,,-9,-10,-9,1,1,-10,-10,1,-10,1,1,-9,-9,-9,-9,-10,-10,-9,-10,-10,-10,-10,-10,1,1,-10,-10,-10,-9,-10,-10,-9,-9,-9,-9,,-10,-10,2,-9,-9,-9,-9,-10,-10,3,-9,-10,-9,-9,-9,-9,-10,-10,-10,-10,-10,1,-9,-9,-9,1,-10,2,4,1,-9.0,-9.0,1.0,-10.0,-10.0,-10,-10,1,1,3,5,-10,-10,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,-10,-10,-10,-10,-10,-9,-9,-9,-9,-9,-9,-9,4,13,1,2,-9,1,10,10,8,6,7,3,3,4,6,-9,-9,-9,-9,1,-9,1,2,2,-9,6,1,-10,2023
2023000493,2023000210,2023000023,2023000252.0,1,-10,12,5,2,2,99,3,2,1,1,-9,-10,-10,,-10,-10,-10,-10,-10,-10,-10,-10,-10,,-10,,-10,-10,-10,2,-10,1.0,1,-10,1,5,2,1,-9,-9,-9,-9,-10,2,3,-10,-10,-10,-9,,-9,-10,8,1,1,-10,-10,2,-10,1,2,2,-9,-9,-9,-10,-10,1,-10,-10,-10,-10,-10,1,1,-10,-10,-10,-9,-10,-10,-9,-9,-9,-9,,-10,-10,2,-9,-9,-9,-9,-10,-10,3,-9,-10,-9,1,2,-9,-10,-10,-10,-10,-10,1,-9,-9,-9,1,-10,2,4,1,-9.0,-9.0,-9.0,-10.0,-10.0,-10,-10,2,1,6,6,-10,-10,2,1,1,1,1,7,7,3,3,3,3,-9,-9,-9,-9,2,-10,-10,-10,-10,-10,-9,2,-9,-9,-9,-9,-9,-8,-8,9,2,-9,1,10,10,4,10,10,1,3,-9,-9,4,4,4,6,3,5,3,1,2,-9,7,1,-10,2023
2023000512,2023000219,2023000024,2023000263.0,1,-10,16,9,1,2,99,1,1,1,1,-9,-10,-10,,-10,-10,-10,-10,-10,-10,-10,-10,-10,,-10,,-10,-10,-10,1,-10,0.0,0,-10,1,13,2,1,-9,-9,-9,-9,-10,2,2,-10,-10,-10,-9,,-9,-10,6,1,1,-10,-10,1,-10,1,1,1,6,-9,-9,-10,-10,1,-10,-10,-10,-10,-10,1,1,-10,-10,-10,-9,-10,-10,-9,-9,-9,-9,,-10,-10,2,-9,-9,-9,-9,-10,-10,3,-9,-10,-9,7,1,-9,-10,-10,-10,-10,-10,2,-9,-9,-9,1,-10,2,4,2,-9.0,-9.0,3.0,-10.0,-10.0,-10,-10,2,1,5,5,-10,-10,1,3,3,2,3,3,4,2,4,3,1,-9,-9,-9,-9,2,-10,-10,-10,-10,-10,-9,-9,-9,-9,-9,-9,2,-9,2,1,1,1,2,9,10,10,10,10,1,3,7,-9,2,3,2,2,4,-9,1,1,2,-9,6,2,-10,2023
2023000553,2023000238,2023000025,2023000292.0,1,-10,13,6,2,2,99,4,4,1,1,-9,-10,-10,,-10,-10,-10,-10,-10,-10,-10,-10,-10,,-10,,-10,-10,-10,1,-10,0.0,0,-10,1,8,2,1,-9,-9,-9,-9,-10,2,3,-10,-10,-10,-9,,-9,-10,2,1,1,-10,-10,2,-10,1,2,1,6,-9,-9,-10,-10,7,-10,-10,-10,-10,-10,1,1,-10,-10,-10,-9,-10,-10,-9,-9,-9,-9,,-10,-10,2,-9,-9,-9,-9,-10,-10,3,-9,-10,-9,7,-9,-9,-10,-10,-10,-10,-10,5,-9,4,-9,1,-10,2,4,4,-9.0,-9.0,3.0,-10.0,-10.0,-10,-10,2,1,1,1,-10,-10,2,3,3,3,5,5,5,2,2,2,2,-9,-9,-9,-9,2,-10,-10,-10,-10,-10,-9,-9,-9,-9,-9,-9,15,-9,15,4,2,-9,1,10,10,10,6,10,1,3,5,-9,1,4,1,5,1,-9,1,1,2,-9,7,6,-10,2023
2023000583,2023000249,2023000027,,3,-10,11,5,2,2,3,3,3,1,1,-9,-10,-10,,-10,-10,-10,-10,-10,-10,-10,-10,-10,,-10,,-10,-10,-10,2,-10,0.0,0,-10,3,1,4,3,-9,-9,-9,5,-10,2,2,-10,-10,-10,-9,,-9,-10,5,1,1,-10,-10,5,-10,1,2,7,-9,-9,-9,-10,-10,7,-10,-10,-10,-10,-10,1,1,-10,-10,-10,-9,-10,-10,-9,-9,-9,-9,,-10,-10,2,-9,-9,-9,-9,-10,-10,1,-9,-10,-9,-9,-9,-9,-10,-10,-10,-10,-10,1,14,4,-9,1,-10,2,4,1,-9.0,1.0,-9.0,-10.0,-10.0,-10,-10,2,2,2,1,-10,-10,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2,-10,-10,-10,-10,-10,-9,2,-9,-9,-9,-9,-9,1,16,1,2,-9,3,10,10,9,8,10,10,3,-9,-9,-9,-9,-9,-9,1,-9,3,2,2,-9,7,1,-10,2023
2023000593,2023000259,2023000028,2023000311.0,1,-10,13,6,1,2,99,3,3,1,1,-9,-10,-10,,-10,-10,-10,-10,-10,-10,-10,-10,-10,,-10,,-10,-10,-10,2,-10,2.0,2,-10,1,9,2,1,-9,-9,-9,-9,-10,2,2,-10,-10,-10,-9,,-9,-10,-9,1,1,-10,-10,1,-10,1,2,-9,-9,-9,-9,-10,-10,-9,-10,-10,-10,-10,-10,1,1,-10,-10,-10,-9,-10,-10,-9,-9,-9,-9,,-10,-10,2,-9,-9,-9,-9,-10,-10,2,-9,-10,-9,-9,-9,-9,-10,-10,-10,-10,-10,1,-9,-9,-9,1,-10,2,4,1,-9.0,-9.0,-9.0,-10.0,-10.0,-10,-10,1,1,3,4,-10,-10,1,2,2,2,5,4,5,2,4,2,2,-9,-9,-9,-9,1,-10,-10,-10,-10,-10,-9,1,-9,-9,-9,-9,-9,2,15,9,2,-9,4,6,10,6,8,10,1,3,-9,8,1,1,1,4,1,-9,1,1,2,-9,5,1,-10,2023
2023000591,2023000257,2023000028,2023000309.0,1,-10,12,5,2,2,99,3,3,1,1,-9,-10,-10,,-10,-10,-10,-10,-10,-10,-10,-10,-10,,-10,,-10,-10,-10,1,-10,0.0,0,-10,1,7,2,1,-9,-9,-9,-9,-10,2,3,-10,-10,-10,-9,,-9,-10,-9,1,1,-10,-10,1,-10,1,2,-9,-9,-9,-9,-10,-10,-9,-10,-10,-10,-10,-10,1,1,-10,-10,-10,-9,-10,-10,-9,-9,-9,-9,,-10,-10,2,-9,-9,-9,-9,-10,-10,3,-9,-10,-9,-9,-9,-9,-10,-10,-10,-10,-10,1,-9,-9,-9,1,-10,2,4,1,-9.0,-9.0,2.0,-10.0,-10.0,-10,-10,3,1,3,2,-10,-10,2,4,4,2,7,7,7,4,4,4,4,-9,-9,-9,-9,1,-10,-10,-10,-10,-10,-9,-9,-9,-9,-9,-9,-9,16,1,97,1,1,1,10,10,7,7,7,4,3,7,8,1,1,2,5,1,-9,1,1,2,-9,7,1,-10,2023
2023000616,2023000269,2023000029,2023000319.0,2,-10,18,9,1,1,1,1,1,1,2,2,-10,-10,,-10,-10,-10,-10,-10,-10,-10,-10,-10,,-10,,-10,-10,-10,1,-10,0.0,0,-10,1,14,2,1,-9,-9,-9,-9,-10,2,1,-10,-10,-10,-9,,-9,-10,-9,1,1,-10,-10,2,-10,2,-9,-9,-9,-9,-9,-10,-10,-9,-10,-10,-10,-10,-10,1,1,-10,-10,-10,-9,-10,-10,-9,-9,-9,-9,,-10,-10,2,-9,-9,-9,-9,-10,-10,3,-9,-10,-9,-9,-9,-9,-10,-10,-10,-10,-10,2,-9,-9,-9,1,-10,1,4,2,-9.0,-9.0,3.0,-10.0,-10.0,-10,-10,2,1,1,1,-10,-10,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2,-10,-10,-10,-10,-10,-9,-9,-9,-9,-9,-9,-9,4,13,2,2,-9,3,10,10,10,10,10,3,1,5,-9,-9,-9,-9,-9,5,-9,3,2,1,5,3,2,-10,2023
